,color_tags
2165,"['Beige', 'Black', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
2166,"['Brown', 'Gold', 'Green', 'Khaki', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
2167,"['Brown', 'Grey', 'Khaki', 'Orange', 'Purple', 'Yellow']"
2168,"['Blue', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Red']"
2169,"['Beige', 'Brown', 'Green', 'Grey', 'Multiple Colors', 'Purple', 'Silver', 'Transparent']"
2170,"['Beige', 'Black', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Transparent']"
2171,"['Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
2172,"['Beige', 'Green', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
2173,"['Brown', 'Gold', 'Grey', 'Khaki', 'Pink', 'Yellow']"
2174,"['Brown', 'Gold', 'Orange', 'Pink', 'Purple']"
2175,"['Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Purple', 'Red', 'Transparent', 'Yellow']"
2176,"['Brown', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
2177,"['Beige', 'Black', 'Blue', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
2178,"['Beige', 'Black', 'Blue', 'Brown', 'Grey', 'Multiple Colors', 'Orange', 'Purple', 'Transparent', 'Yellow']"
2179,"['Beige', 'Burgundy', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'White']"
2180,"['Black', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
2181,"['Beige', 'Black', 'Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Silver']"
2182,"['Black', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'White']"
2183,"['Black', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Orange', 'Red', 'White']"
2184,"['Blue', 'Brown', 'Gold', 'Green', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
2185,"['Beige', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'Yellow']"
2186,"['Beige', 'Black', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver']"
2187,"['Black', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
2188,"['Beige', 'Burgundy', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Red']"
2189,"['Beige', 'Black', 'Gold', 'Green', 'Khaki', 'Navy', 'Orange', 'Purple']"
2190,"['Brown', 'Gold', 'Orange', 'Purple', 'Silver', 'Yellow']"
2191,"['Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
2192,"['Beige', 'Gold', 'Grey', 'Multiple Colors', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
2193,"['Brown', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
2194,"['Beige', 'Black', 'Blue', 'Gold', 'Green', 'Orange', 'Pink', 'Purple', 'Silver', 'White']"
2195,"['Beige', 'Black', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Silver', 'White']"
2196,"['Black', 'Blue', 'Burgundy', 'Grey', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver']"
2197,"['Beige', 'Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
2198,"['Blue', 'Brown', 'Burgundy', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Yellow']"
2199,"['Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
2200,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
2201,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple']"
2202,"['Blue', 'Brown', 'Burgundy', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver']"
2203,"['Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Silver', 'Transparent', 'Yellow']"
2204,"['Beige', 'Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Orange', 'Purple', 'Silver', 'Yellow']"
2205,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Silver', 'White', 'Yellow']"
2206,"['Beige', 'Black', 'Brown', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
2207,"['Brown', 'Burgundy', 'Gold', 'Green', 'Pink', 'Purple', 'Red', 'White', 'Yellow']"
2208,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Purple', 'Silver', 'White']"
2209,"['Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
2210,"['Beige', 'Black', 'Gold', 'Green', 'Navy', 'Orange', 'Purple', 'Red', 'White']"
2211,"['Black', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Orange', 'Pink', 'Silver', 'Transparent', 'Yellow']"
2212,"['Brown', 'Burgundy', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Yellow']"
2213,"['Blue', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent', 'Yellow']"
2214,"['Blue', 'Brown', 'Gold', 'Khaki', 'Multiple Colors', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
2215,"['Gold', 'Green', 'Khaki', 'Orange', 'Purple', 'White']"
2216,"['Brown', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Yellow']"
2217,"['Beige', 'Black', 'Gold', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
2218,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Pink', 'Red', 'Silver', 'White', 'Yellow']"
2219,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent']"
2220,"['Beige', 'Black', 'Brown', 'Grey', 'Multiple Colors', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
2221,"['Beige', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Yellow']"
2222,"['Black', 'Blue', 'Brown', 'Gold', 'Green', 'Khaki', 'Pink', 'Purple', 'Silver', 'Transparent']"
2223,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Pink', 'Purple', 'Red', 'Yellow']"
2224,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Silver']"
2225,"['Brown', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
2226,"['Grey', 'Multiple Colors', 'Orange', 'Pink', 'Silver', 'Transparent', 'Yellow']"
2227,"['Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'White']"
2228,"['Beige', 'Black', 'Brown', 'Green', 'Grey', 'Navy', 'Pink', 'Purple', 'Silver']"
2229,"['Beige', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Purple', 'Silver', 'Transparent']"
2230,"['Green', 'Grey', 'Orange', 'Pink', 'Red', 'Silver', 'White']"
2231,"['Gold', 'Khaki', 'Pink', 'Red', 'Silver', 'Transparent']"
2232,"['Blue', 'Brown', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
2233,"['Brown', 'Burgundy', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
2234,"['Brown', 'Burgundy', 'Khaki', 'Pink', 'Purple', 'Yellow']"
2235,"['Brown', 'Gold', 'Khaki', 'Pink', 'Purple', 'White']"
2236,"['Brown', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'White', 'Yellow']"
2237,"['Beige', 'Burgundy', 'Green', 'Khaki', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
2238,"['Black', 'Blue', 'Brown', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
2239,"['Beige', 'Black', 'Blue', 'Brown', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'Transparent']"
2240,"['Beige', 'Black', 'Gold', 'Grey', 'Navy', 'Orange', 'Purple', 'Silver', 'Transparent']"
2241,"['Brown', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
2242,"['Brown', 'Gold', 'Green', 'Khaki', 'Pink', 'Purple', 'Red', 'White', 'Yellow']"
2243,"['Gold', 'Green', 'Multiple Colors', 'Orange', 'Purple', 'Red', 'Silver']"
2244,"['Brown', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver']"
2245,"['Beige', 'Burgundy', 'Grey', 'Navy', 'Orange', 'Pink', 'Purple', 'Transparent', 'White']"
2246,"['Brown', 'Khaki', 'Orange', 'Red', 'Silver', 'White', 'Yellow']"
2247,"['Beige', 'Gold', 'Grey', 'Purple', 'Silver', 'Transparent']"
2248,"['Beige', 'Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Yellow']"
2249,"['Beige', 'Green', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
2250,"['Beige', 'Blue', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
2251,"['Beige', 'Brown', 'Burgundy', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
2252,"['Black', 'Blue', 'Gold', 'Green', 'Grey', 'Navy', 'Orange', 'Pink', 'Silver', 'Transparent', 'Yellow']"
2253,"['Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Purple', 'Silver', 'Transparent', 'Yellow']"
2254,"['Beige', 'Blue', 'Gold', 'Green', 'Grey', 'Orange', 'Purple', 'Yellow']"
2255,"['Brown', 'Gold', 'Grey', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
2256,"['Beige', 'Blue', 'Gold', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
2257,"['Beige', 'Black', 'Brown', 'Green', 'Grey', 'Pink', 'Purple', 'Red', 'Silver']"
2258,"['Beige', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Navy', 'Orange', 'Purple', 'Red', 'Transparent']"
2259,"['Beige', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Silver']"
2260,"['Beige', 'Brown', 'Burgundy', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Silver']"
2261,"['Brown', 'Grey', 'Orange', 'Pink', 'Red', 'Silver', 'Yellow']"
2262,"['Beige', 'Brown', 'Gold', 'Khaki', 'Navy', 'Orange', 'Purple', 'Red', 'Silver']"
2263,"['Brown', 'Gold', 'Green', 'Navy', 'Orange', 'White', 'Yellow']"
2264,"['Black', 'Burgundy', 'Gold', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver']"
2265,"['Brown', 'Gold', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
2266,"['Brown', 'Burgundy', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
2267,"['Brown', 'Burgundy', 'Green', 'Khaki', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
2268,"['Brown', 'Burgundy', 'Green', 'Grey', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver']"
2269,"['Gold', 'Grey', 'Multiple Colors', 'Purple', 'Red', 'Silver', 'Yellow']"
2270,"['Brown', 'Gold', 'Khaki', 'Navy', 'Purple', 'Red', 'Silver', 'Yellow']"
2271,"['Brown', 'Green', 'Multiple Colors', 'Pink', 'Red', 'White']"
2272,"['Beige', 'Burgundy', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
2273,"['Beige', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent']"
2274,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Grey', 'Khaki', 'Orange', 'Purple', 'Red']"
2275,"['Beige', 'Black', 'Brown', 'Gold', 'Khaki', 'Navy', 'Purple', 'Red', 'White']"
2276,"['Blue', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver']"
2277,"['Beige', 'Blue', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Orange']"
2278,"['Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
2279,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Transparent', 'White']"
2280,"['Brown', 'Green', 'Grey', 'Khaki', 'Purple', 'Silver', 'Yellow']"
2281,"['Black', 'Blue', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Yellow']"
2282,"['Gold', 'Green', 'Grey', 'Multiple Colors', 'Purple', 'Silver', 'White']"
2283,"['Beige', 'Brown', 'Grey', 'Khaki', 'Navy', 'Purple', 'Red', 'Silver', 'White']"
2284,"['Brown', 'Gold', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
2285,"['Brown', 'Navy', 'Purple', 'Silver', 'White', 'Yellow']"
2286,"['Blue', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Purple', 'Silver', 'Transparent', 'Yellow']"
2287,"['Beige', 'Brown', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Silver', 'Transparent']"
2288,"['Brown', 'Grey', 'Purple', 'Silver', 'White', 'Yellow']"
2289,"['Blue', 'Brown', 'Green', 'Navy', 'Orange', 'Pink', 'Purple']"
2290,"['Gold', 'Green', 'Grey', 'Khaki', 'Pink', 'White', 'Yellow']"
2291,"['Black', 'Burgundy', 'Grey', 'Khaki', 'Navy', 'Pink', 'Red', 'Silver', 'Transparent']"
2292,"['Brown', 'Burgundy', 'Gold', 'Green', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
2293,"['Brown', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
2294,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Red', 'Silver', 'White', 'Yellow']"
2295,"['Black', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Transparent', 'White']"
2296,"['Beige', 'Black', 'Blue', 'Brown', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Red', 'Transparent']"
2297,"['Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
2298,"['Blue', 'Brown', 'Grey', 'Khaki', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
2299,"['Beige', 'Black', 'Brown', 'Burgundy', 'Grey', 'Navy', 'Orange', 'Red', 'Transparent', 'White', 'Yellow']"
2300,"['Beige', 'Black', 'Brown', 'Green', 'Multiple Colors', 'Pink', 'Red', 'Silver', 'Transparent', 'Yellow']"
2301,"['Black', 'Burgundy', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
2302,"['Black', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
2303,"['Brown', 'Gold', 'Green', 'Orange', 'Purple', 'Red', 'Silver', 'Transparent']"
2304,"['Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Red']"
2305,"['Beige', 'Brown', 'Gold', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
2306,"['Beige', 'Black', 'Brown', 'Grey']"
2307,"['Blue', 'Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Orange', 'Pink', 'Silver', 'Yellow']"
2308,"['Beige', 'Black', 'Brown', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Transparent']"
2309,"['Black', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Purple', 'Transparent', 'White', 'Yellow']"
2310,"['Beige', 'Khaki', 'Navy', 'Orange', 'Pink', 'Silver', 'Transparent', 'White', 'Yellow']"
2311,"['Green', 'Multiple Colors', 'Orange', 'Pink', 'Red']"
2312,"['Brown', 'Gold', 'Red', 'Silver', 'White', 'Yellow']"
2313,"['Brown', 'Gold', 'Grey', 'Orange', 'Pink', 'Red', 'Silver']"
2314,"['Black', 'Burgundy', 'Gold', 'Green', 'Multiple Colors', 'Orange', 'Red', 'Transparent']"
2315,"['Brown', 'Green', 'Orange', 'Pink', 'Purple', 'Transparent', 'Yellow']"
2316,"['Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Silver', 'Transparent']"
2317,"['Black', 'Brown', 'Burgundy', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
2318,"['Brown', 'Burgundy', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple']"
2319,"['Brown', 'Gold', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
2320,"['Beige', 'Brown', 'Gold', 'Multiple Colors', 'Navy', 'Pink', 'Purple', 'Red', 'Yellow']"
2321,"['Burgundy', 'Gold', 'Green', 'Grey', 'Silver']"
2322,"['Brown', 'Burgundy', 'Gold', 'Grey', 'Pink']"
2323,"['Beige', 'Black', 'Blue', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
2324,"['Beige', 'Brown', 'Burgundy', 'Grey', 'Orange', 'Purple', 'Red']"
2325,"['Brown', 'Burgundy', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
2326,"['Brown', 'Burgundy', 'Khaki', 'Pink', 'Silver', 'Transparent', 'Yellow']"
2327,"['Gold', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver']"
2328,"['Brown', 'Gold', 'Green', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
2329,"['Grey', 'Multiple Colors', 'Pink', 'Transparent', 'Yellow']"
2330,"['Beige', 'Brown', 'Green', 'Grey', 'Orange', 'Purple', 'Red', 'Silver', 'Yellow']"
2331,"['Beige', 'Blue', 'Brown', 'Burgundy', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Silver', 'Transparent']"
2332,"['Blue', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'White', 'Yellow']"
2333,"['Beige', 'Black', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Yellow']"
2334,"['Beige', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Yellow']"
2335,"['Burgundy', 'Gold', 'Green', 'Orange', 'Pink', 'Red', 'Transparent', 'Yellow']"
2336,"['Brown', 'Gold', 'Grey', 'Khaki', 'Navy', 'Orange', 'Pink', 'Transparent']"
2337,"['Beige', 'Black', 'Brown', 'Gold', 'Grey', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'Yellow']"
2338,"['Black', 'Blue', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Navy', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White']"
2339,"['Brown', 'Grey', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
2340,"['Gold', 'Green', 'Khaki', 'Multiple Colors', 'Pink', 'Silver']"
2341,"['Gold', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Transparent', 'Yellow']"
2342,"['Burgundy', 'Khaki', 'Pink', 'Silver', 'Transparent', 'Yellow']"
2343,"['Blue', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
2344,"['Beige', 'Black', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Pink', 'Red', 'Silver', 'Transparent', 'White']"
2345,"['Beige', 'Brown', 'Grey', 'Navy', 'Orange', 'Transparent']"
2346,"['Beige', 'Blue', 'Gold', 'Green', 'Purple', 'Red', 'White']"
2347,"['Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Transparent', 'Yellow']"
2348,"['Beige', 'Grey', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Yellow']"
2349,"['Beige', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'Transparent']"
2350,"['Beige', 'Brown', 'Gold', 'Green', 'Khaki', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
2351,"['Beige', 'Black', 'Brown', 'Burgundy', 'Green', 'Grey', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
2352,"['Beige', 'Gold', 'Khaki', 'Pink', 'Red', 'Yellow']"
2353,"['Brown', 'Grey', 'Multiple Colors', 'Purple', 'Silver', 'Transparent', 'Yellow']"
2354,"['Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Purple', 'Red']"
2355,"['Black', 'Brown', 'Burgundy', 'Gold', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Pink', 'Red', 'White']"
2356,"['Beige', 'Black', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
2357,"['Beige', 'Black', 'Brown', 'Gold', 'Khaki', 'Navy', 'Orange', 'Pink', 'Purple', 'Transparent', 'White', 'Yellow']"
2358,"['Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red']"
2359,"['Brown', 'Gold', 'Green', 'Grey', 'Orange', 'White']"
2360,"['Beige', 'Brown', 'Green', 'Grey', 'Orange', 'Purple', 'Silver', 'Transparent', 'Yellow']"
2361,"['Burgundy', 'Gold', 'Khaki', 'Navy', 'Orange', 'Purple', 'Red', 'Silver', 'White']"
2362,"['Black', 'Blue', 'Burgundy', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'White', 'Yellow']"
2363,"['Blue', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
2364,"['Black', 'Brown', 'Burgundy', 'Gold', 'Multiple Colors', 'Purple', 'Yellow']"
2365,"['Beige', 'Brown', 'Burgundy', 'Gold', 'Grey', 'Orange', 'Purple']"
2366,"['Brown', 'Gold', 'Grey', 'Khaki', 'Pink', 'Red', 'Silver', 'Yellow']"
2367,"['Beige', 'Gold', 'Green', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red']"
2368,"['Brown', 'Grey', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
2369,"['Burgundy', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
2370,"['Beige', 'Brown', 'Gold', 'Green', 'Khaki', 'Navy', 'Red', 'Silver', 'Transparent', 'Yellow']"
2371,"['Beige', 'Black', 'Brown', 'Gold', 'Green', 'Grey', 'Pink', 'Purple', 'Red', 'Yellow']"
2372,"['Beige', 'Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Navy', 'Orange', 'Purple', 'Red', 'Transparent', 'White', 'Yellow']"
2373,"['Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Red', 'Yellow']"
2374,"['Beige', 'Black', 'Navy', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
2375,"['Brown', 'Gold', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
2376,"['Black', 'Gold', 'Green', 'Grey', 'Multiple Colors', 'Orange', 'Pink', 'Red', 'Silver', 'Transparent']"
2377,"['Beige', 'Blue', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
2378,"['Green', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'Yellow']"
2379,"['Grey', 'Khaki', 'Pink', 'Transparent', 'White', 'Yellow']"
2380,"['Beige', 'Black', 'Blue', 'Brown', 'Gold', 'Khaki', 'Pink', 'Transparent', 'Yellow']"
2381,"['Beige', 'Brown', 'Green', 'Multiple Colors', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent']"
2382,"['Black', 'Brown', 'Burgundy', 'Gold', 'Green', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'Transparent']"
2383,"['Beige', 'Black', 'Brown', 'Gold', 'Grey', 'Khaki', 'Multiple Colors', 'Orange', 'Purple', 'Silver', 'Transparent', 'White', 'Yellow']"
2384,"['Brown', 'Green', 'Grey', 'Khaki', 'Multiple Colors', 'Pink', 'Purple', 'Silver', 'Transparent', 'Yellow']"
2385,"['Gold', 'Green', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Silver', 'Yellow']"
2386,"['Beige', 'Blue', 'Brown', 'Gold', 'Grey', 'Khaki', 'Orange', 'Pink', 'Purple', 'Red', 'Silver', 'Transparent', 'White', 'Yellow']"
2387,"['Brown', 'Burgundy', 'Gold', 'Green', 'Grey', 'Orange', 'Purple', 'Red', 'Silver']"
2388,"['Burgundy', 'Green', 'Grey', 'Khaki', 'Pink', 'Purple', 'Silver', 'White', 'Yellow']"
